words,fft_0.00Hz,fft_10.67Hz,fft_21.33Hz,fft_32.00Hz,fft_42.67Hz,fft_53.33Hz,fft_64.00Hz,fft_74.67Hz,fft_85.33Hz,fft_96.00Hz,fft_106.67Hz,fft_117.33Hz,fft_-128.00Hz,fft_-117.33Hz,fft_-106.67Hz,fft_-96.00Hz,fft_-85.33Hz,fft_-74.67Hz,fft_-64.00Hz,fft_-53.33Hz,fft_-42.67Hz,fft_-32.00Hz,fft_-21.33Hz,fft_-10.67Hz
foo,(-803.7109375+0j),(-359.2379405723958+1080.964604859629j),(1424.0472523199937+346.3023518282241j),(15.185669558715517-560.9997328572845j),(2126.953125+820.3560953817436j),(2324.0052717282547-4784.468877051777j),(-4546.38671875-3262.20703125j),(-2006.8888493218074+1566.8397693359775j),(-729.00390625-418.6353270247042j),(-937.0606695587153+402.86745464271496j),(-665.7464710699937-892.6890705782234j),(-1801.6284818340519+504.0700209718748j),(52.73437500000023-5.684341886080802e-14j),(-1801.6284818340514-504.07002097187444j),(-665.746471069994+892.6890705782239j),(-937.0606695587155-402.86745464271536j),(-729.00390625+418.6353270247042j),(-2006.8888493218074-1566.839769335977j),(-4546.38671875+3262.207031249999j),(2324.005271728255+4784.468877051777j),(2126.953125-820.3560953817434j),(15.185669558715404+560.9997328572841j),(1424.047252319994-346.3023518282239j),(-359.23794057239576-1080.964604859629j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(148.92578125+0j),(1151.4380720448394-23.689691482300077j),(-325.9717573237308+437.3534794827856j),(1987.66582409956+777.9123194337483j),(-921.630859375-213.5463031792683j),(2545.364022623482+4563.25503142374j),(5846.19140625-2384.765625j),(-282.4734699079106-2746.811377847248j),(769.287109375-477.4134183948394j),(11.357613400439902-917.4001805662512j),(478.31550732373125+173.4863642672144j),(583.7182502395898-408.935782211312j),(152.83203125+1.4210854715202004e-14j),(583.7182502395893+408.9357822113117j),(478.315507323731-173.48636426721444j),(11.35761340043996+917.400180566251j),(769.287109375+477.4134183948394j),(-282.47346990791067+2746.8113778472484j),(5846.191406249999+2384.765625j),(2545.3640226234816-4563.25503142374j),(-921.630859375+213.5463031792683j),(1987.6658240995603-777.9123194337482j),(-325.971757323731-437.3534794827856j),(1151.4380720448391+23.68969148230002j)
foo,(-676.26953125+0j),(1277.9347695132583+516.3877101647261j),(-247.3953756478336+217.00780116616886j),(1592.9768869828738+760.6594331864253j),(-1155.029296875+513.7797195303187j),(3559.4681399007795+4682.83636221433j),(5437.01171875-3310.546875j),(-737.2702926642477-2068.6376459024636j),(1001.708984375-458.80740386040816j),(-2.1565744828736797-524.4968168135745j),(808.9188131478336-48.55076991616852j),(306.1173832502095-17.294531718480812j),(979.98046875+0j),(306.1173832502103+17.294531718480016j),(808.9188131478339+48.550769916168804j),(-2.1565744828734523+524.4968168135746j),(1001.708984375+458.80740386040816j),(-737.2702926642477+2068.637645902464j),(5437.01171875+3310.5468749999995j),(3559.46813990078-4682.83636221433j),(-1155.029296875-513.7797195303187j),(1592.9768869828736-760.659433186425j),(-247.39537564783393-217.0078011661688j),(1277.9347695132578-516.3877101647264j)
foo,(-5700.1953125+0j),(-649.4294897141231+3449.2971372908123j),(-362.38570037836996+101.32775287425136j),(-455.3936231626405+1437.118762574031j),(137.451171875-205.93475177881913j),(-917.9511961200013+406.03242864988533j),(-364.74609375+400.87890625j),(-275.5364964660771+647.2760384755j),(52.978515625-138.27651710815988j),(-654.9579393373594+245.7125125740315j),(34.26070037836993+126.69959087574858j),(-451.0281301997985-1.9074100348018703j),(-103.515625+1.4210854715202004e-14j),(-451.0281301997985+1.907410034801842j),(34.26070037836996-126.69959087574861j),(-654.9579393373594-245.7125125740315j),(52.978515625+138.27651710815988j),(-275.5364964660771-647.2760384755j),(-364.74609375-400.87890624999994j),(-917.9511961200013-406.0324286498851j),(137.451171875+205.93475177881913j),(-455.39362316264055-1437.1187625740313j),(-362.38570037836996-101.32775287425139j),(-649.4294897141231-3449.2971372908123j)
foo,(-846.6796875+0j),(-842.0976682943276+514.1909110277952j),(306.40913542253566-852.0963095449156j),(-2088.626797402922-282.65560530099583j),(1446.044921875-353.091412187503j),(-3605.5980146186475-4579.225596892829j),(-5282.71484375+3229.98046875j),(365.76086427881705+2167.102580744925j),(-730.224609375+886.745738152328j),(88.62679740292205+284.7272071990034j),(-1022.2294479225361+387.7408407949156j),(81.93481863415786+332.31585839004083j),(-587.8906249999998+0j),(81.93481863415832-332.3158583900406j),(-1022.2294479225357-387.74084079491547j),(88.62679740292202-284.7272071990037j),(-730.224609375-886.745738152328j),(365.76086427881717-2167.102580744925j),(-5282.71484375-3229.98046875j),(-3605.5980146186475+4579.225596892829j),(1446.044921875+353.091412187503j),(-2088.6267974029224+282.65560530099606j),(306.40913542253566+852.0963095449155j),(-842.0976682943274-514.190911027795j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(1172.36328125+0j),(23.782293687681204-227.85237659803977j),(1069.6277861890026+861.1195351032977j),(970.4074072091498-602.7835899479428j),(1022.2167968749999+1439.0060786515842j),(4648.768615839692-1655.3638071140058j),(-897.94921875-5235.3515625j),(-2681.698522648813+181.51182625501335j),(259.033203125-117.13331877357885j),(-778.0245947091498-475.83046494794314j),(-252.24497368900262-97.93594135329704j),(-571.9070743785599-165.3139474670594j),(-351.0742187499997-1.1368683772161603e-13j),(-571.9070743785599+165.3139474670592j),(-252.24497368900268+97.93594135329755j),(-778.0245947091496+475.83046494794297j),(259.033203125+117.13331877357885j),(-2681.698522648813-181.51182625501337j),(-897.94921875+5235.3515625j),(4648.768615839692+1655.3638071140058j),(1022.2167968749998-1439.0060786515842j),(970.4074072091496+602.7835899479429j),(1069.6277861890026-861.1195351032975j),(23.782293687681204+227.85237659803994j)
foo,(-5726.07421875+0j),(-720.5921101939344+3589.231045007775j),(-97.36673758046365+118.37314610853292j),(-592.5129678394142+1294.1375767674315j),(178.955078125+6.342959500374306j),(-811.4843463710001+459.1103711727973j),(-21.484375+408.69140625j),(-372.50626686702446+232.42471983748192j),(-78.369140625+172.1056344434895j),(-362.5651571605857+55.85632676743214j),(-194.62544991953632+111.607322641467j),(-304.40165156804096+40.52607134309011j),(-176.26953125+0j),(-304.4016515680409-40.526071343090166j),(-194.62544991953635-111.60732264146704j),(-362.5651571605857-55.85632676743194j),(-78.369140625-172.1056344434895j),(-372.5062668670246-232.4247198374819j),(-21.484375000000014-408.6914062499999j),(-811.4843463710001-459.1103711727969j),(178.955078125-6.342959500374306j),(-592.5129678394142-1294.1375767674317j),(-97.36673758046365-118.37314610853296j),(-720.5921101939344-3589.231045007775j)
foo,(-1461.42578125+0j),(-1319.272604407428+443.79814573293004j),(-938.3410311837574-263.78886617365515j),(-1845.9870379290728+592.1523056940221j),(-638.427734375-578.0550424674451j),(-4983.383564480979+1020.6892334450196j),(876.46484375+5990.234375j),(2737.8396713986367-1004.1478495220513j),(-630.126953125+563.67766759993j),(970.0104754290727-579.7226943059777j),(-923.9636563162423+255.4880849236547j),(734.7383724897695-437.6147712999991j),(-1441.89453125+5.684341886080802e-14j),(734.7383724897704+437.61477129999895j),(-923.9636563162425-255.48808492365492j),(970.0104754290728+579.7226943059775j),(-630.126953125-563.67766759993j),(2737.8396713986367+1004.1478495220513j),(876.4648437499998-5990.234375j),(-4983.383564480979-1020.6892334450192j),(-638.427734375+578.055042467445j),(-1845.9870379290728-592.1523056940223j),(-938.3410311837575+263.7888661736549j),(-1319.272604407428-443.79814573292987j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(3924.8046875+0j),(-776.7798511022236-1181.3394001529277j),(2740.397297824865+1699.7253003259793j),(702.0317044191161-2002.0186677379766j),(1614.013671875+2765.953206129889j),(5229.041336154945-2459.7638642837696j),(-106.93359375-4044.43359375j),(-1484.9612993989422-1314.7649625899082j),(-340.087890625+618.6499832698406j),(637.8120455808843-760.807730237977j),(-644.2058915748648+254.3762621740209j),(928.2076268462206+171.7085731532111j),(19.53125-4.547473508864641e-13j),(928.2076268462201-171.7085731532111j),(-644.2058915748648-254.37626217402067j),(637.8120455808842+760.807730237977j),(-340.087890625-618.6499832698406j),(-1484.9612993989422+1314.7649625899085j),(-106.93359375000006+4044.43359375j),(5229.041336154945+2459.763864283769j),(1614.013671875-2765.9532061298887j),(702.0317044191156+2002.018667737977j),(2740.397297824865-1699.7253003259793j),(-776.7798511022236+1181.3394001529275j)
foo,(-2214.35546875+0j),(1759.5984112279937+2177.2540356483296j),(1357.8265360355554-389.48346719573397j),(1394.1166321901574+415.1164614329378j),(1300.78125+427.0926063585366j),(4166.256361878087-339.38322943805406j),(592.28515625-4916.9921875j),(-1979.8050616797295+3.1155926038753705j),(659.66796875-784.8355221796475j),(-913.6478821901574+105.54614893293784j),(1000.0836202144445-251.62981405426535j),(-647.221586426351-595.9088488935995j),(-48.339843749999886-5.684341886080802e-14j),(-647.2215864263512+595.9088488935996j),(1000.0836202144446+251.62981405426586j),(-913.647882190157-105.54614893293774j),(659.66796875+784.8355221796475j),(-1979.8050616797295-3.1155926038755837j),(592.2851562500001+4916.9921875j),(4166.256361878087+339.38322943805395j),(1300.78125-427.09260635853656j),(1394.1166321901574-415.11646143293785j),(1357.8265360355554+389.48346719573414j),(1759.5984112279934-2177.2540356483296j)
foo,(-5454.1015625+0j),(-171.31956191998012+3439.251047100216j),(-159.37400643675312+27.375368757110607j),(-123.0128962326904+1377.261400035613j),(-168.45703124999997+25.37183800149724j),(37.760559310789034+1611.967483592075j),(1203.61328125-346.19140625j),(-432.4739709118372-44.694662240252455j),(305.6640625+19.45174246781454j),(-294.9558537673096+73.55046253561353j),(238.96385018675323+68.81603749288942j),(-187.87327647897166+53.92100543254446j),(269.53125-7.105427357601002e-15j),(-187.87327647897172-53.92100543254446j),(238.9638501867532-68.8160374928894j),(-294.9558537673096-73.5504625356134j),(305.6640625-19.45174246781454j),(-432.4739709118372+44.69466224025278j),(1203.6132812499998+346.19140625j),(37.76055931078896-1611.9674835920748j),(-168.45703125-25.37183800149723j),(-123.01289623269041-1377.2614000356132j),(-159.3740064367532-27.3753687571106j),(-171.31956191998017-3439.2510471002165j)
foo,(-2306.640625+0j),(-197.37681559777332+1075.6071548026248j),(-1142.2277113357086+438.7207031249998j),(220.37018866612777+1278.630455282003j),(-1878.1738281249998+288.81608925037676j),(26.01092240403159+5462.987561533945j),(5461.42578125+903.80859375j),(898.7937650959684-1999.4225977370425j),(803.955078125+288.81608925037676j),(704.4344988338721-721.369544717996j),(68.00896133570905+438.720703125j),(1122.1815030977732+538.0173140736129j),(1229.4921874999995-5.684341886080802e-14j),(1122.1815030977732-538.0173140736129j),(68.00896133570882-438.720703125j),(704.4344988338721+721.3695447179961j),(803.955078125-288.81608925037676j),(898.7937650959684+1999.4225977370427j),(5461.42578125-903.8085937499998j),(26.010922404031817-5462.987561533944j),(-1878.173828125-288.8160892503767j),(220.37018866612777-1278.6304552820034j),(-1142.2277113357088-438.720703125j),(-197.37681559777323-1075.6071548026248j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-135.7421875+0j),(-615.2603867220896+529.3103340559289j),(1224.7173760306978+425.4925685037456j),(76.84574444065709-678.8185283742832j),(2214.35546875+76.11551400449173j),(890.6846087023349-5435.2147719768345j),(-5259.765625-2035.15625j),(-1520.1682216948439+1627.5196556609203j),(-1136.23046875-615.6899355029993j),(-1398.1348069406572+521.3767841257161j),(-945.4205010306982-266.3128810037456j),(-1397.8341252854016+663.8415314181739j),(12.6953125-2.842170943040401e-14j),(-1397.8341252854018-663.8415314181741j),(-945.420501030698+266.3128810037455j),(-1398.1348069406572-521.3767841257164j),(-1136.23046875+615.6899355029993j),(-1520.1682216948439-1627.51965566092j),(-5259.765625+2035.15625j),(890.6846087023347+5435.214771976834j),(2214.35546875-76.1155140044917j),(76.8457444406572+678.8185283742835j),(1224.717376030698-425.4925685037455j),(-615.2603867220895-529.3103340559288j)
foo,(-4005.859375+0j),(-818.9965685963853+2659.7866467120757j),(537.526777438627+156.0061062309154j),(-600.4619299589052+259.3686932199232j),(1083.251953125+239.7638691141488j),(267.4407676516197-3129.3428319560553j),(-4013.671875-1454.1015625j),(-1593.1238676897892+1861.6142519316988j),(-748.779296875-243.14678084768173j),(-1208.1318200410947+808.1968182199232j),(-489.18693368862705-326.9045437309154j),(-1472.5078313654453+722.5405003243216j),(416.01562500000006-4.263256414560601e-14j),(-1472.507831365445-722.5405003243213j),(-489.18693368862716+326.9045437309153j),(-1208.1318200410947-808.1968182199232j),(-748.779296875+243.14678084768173j),(-1593.1238676897892-1861.6142519316988j),(-4013.6718749999995+1454.1015625j),(267.4407676516197+3129.3428319560553j),(1083.251953125-239.76386911414875j),(-600.4619299589056-259.3686932199235j),(537.5267774386272-156.00610623091526j),(-818.9965685963853-2659.7866467120757j)
foo,(-5034.1796875+0j),(-302.6768979872403+3193.9947513594016j),(-33.48542368937211+218.19344727470184j),(-32.25398911980193+1105.0448147211055j),(-39.55078125+336.5997174865298j),(983.3999757539179+851.3787367587149j),(294.43359375-1601.07421875j),(-1172.5414534320585+398.6314515760928j),(313.96484375-131.93355760778556j),(-697.2381983801978+64.02918972110584j),(171.1807361893721-54.13094727470184j),(-627.3222493346191-107.1642134579759j),(-76.17187499999999+0j),(-627.3222493346188+107.16421345797602j),(171.18073618937214+54.13094727470178j),(-697.2381983801979-64.02918972110638j),(313.96484375+131.93355760778556j),(-1172.5414534320587-398.6314515760927j),(294.43359375+1601.07421875j),(983.3999757539179-851.3787367587147j),(-39.550781250000014-336.5997174865298j),(-32.25398911980204-1105.0448147211057j),(-33.48542368937214-218.19344727470178j),(-302.67689798724035-3193.994751359401j)
foo,(-1365.234375+0j),(1114.7747764631233+1318.4348650498869j),(581.5020468491741+333.78720187125714j),(1267.5280800907803+466.48733060143127j),(-464.59960937499994+1586.1627390602682j),(5165.7094678019985+3262.9510012513465j),(4078.61328125-4684.08203125j),(-1159.1305268963001-1377.7011434013602j),(1023.193359375-993.3074577586164j),(-831.0046425907801-226.8720443985684j),(1174.3573281508263+460.6463918787431j),(439.1931576311772-406.1473652974057j),(573.2421874999999-2.2737367544323206e-13j),(439.1931576311775+406.14736529740566j),(1174.3573281508259-460.6463918787431j),(-831.0046425907801+226.87204439856828j),(1023.193359375+993.3074577586164j),(-1159.1305268963+1377.7011434013602j),(4078.61328125+4684.08203125j),(5165.7094678019985-3262.9510012513465j),(-464.5996093749999-1586.162739060268j),(1267.5280800907801-466.4873306014312j),(581.5020468491741-333.7872018712569j),(1114.7747764631235-1318.4348650498869j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-4163.57421875+0j),(-1601.0948923113606+2628.048059113091j),(292.64123601647066+82.265750269833j),(-1509.8124088706077+257.3129096052912j),(520.263671875-585.6665938678942j),(-3843.276101466649-2211.985121223095j),(-3172.36328125+3645.5078125j),(801.441267184456+1410.496252842799j),(-692.626953125+612.7298877361579j),(-62.45321612939273+459.46134710529134j),(-548.0123297664709+539.804562230167j),(215.1953515935536+63.18387254719619j),(-636.2304687499999+0j),(215.19535159355348-63.18387254719616j),(-548.0123297664707-539.8045622301667j),(-62.453216129392786-459.4613471052912j),(-692.626953125-612.7298877361579j),(801.4412671844559-1410.4962528427995j),(-3172.3632812499995-3645.5078125j),(-3843.2761014666485+2211.9851212230956j),(520.2636718749999+585.6665938678942j),(-1509.8124088706072-257.31290960529145j),(292.6412360164707-82.26575026983335j),(-1601.0948923113608-2628.048059113091j)
foo,(-5188.4765625+0j),(-614.7581576819175+3264.137632572616j),(-45.33098592926592+221.30655486601913j),(-313.30871167229236+1171.6771324933968j),(421.142578125+123.05341430726153j),(67.61446697819338-227.89188565270138j),(-804.19921875-737.79296875j),(-914.4632374647183+706.0493753982139j),(-5.126953125-73.15546623765033j),(-706.2225383277079+158.9818199933971j),(-183.18463907073408-39.17764861601904j),(-688.7836968315576+213.00887152170088j),(82.03125000000003-7.105427357601002e-15j),(-688.7836968315577-213.00887152170094j),(-183.18463907073414+39.1776486160191j),(-706.222538327708-158.98181999339704j),(-5.126953125+73.15546623765033j),(-914.4632374647184-706.0493753982137j),(-804.19921875+737.7929687499999j),(67.61446697819343+227.89188565270166j),(421.142578125-123.05341430726153j),(-313.30871167229213-1171.677132493397j),(-45.33098592926588-221.3065548660191j),(-614.7581576819175-3264.137632572616j)
foo,(-668.9453125+0j),(809.8948477373028+703.9467686526875j),(759.0585294307643-311.1437655587574j),(412.31240136188853-434.9559351353678j),(784.1796875+879.5570507185704j),(3982.4608316599906-2400.4636512448133j),(-2906.25-5525.390625j),(-3175.059200930942+1673.4558072035616j),(-49.31640625-684.1938981070418j),(-1746.2967763618885+785.7471898646318j),(563.6953768192357-296.76639069124167j),(-1551.8667909663511-250.83206479568753j),(-170.8984374999999+0j),(-1551.8667909663516+250.83206479568764j),(563.6953768192357+296.76639069124246j),(-1746.2967763618885-785.7471898646317j),(-49.31640625+684.1938981070418j),(-3175.0592009309426-1673.4558072035616j),(-2906.25+5525.390625j),(3982.4608316599906+2400.463651244813j),(784.1796874999999-879.5570507185704j),(412.31240136188876+434.9559351353679j),(759.0585294307643+311.14376555875754j),(809.8948477373028-703.9467686526874j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-523.92578125+0j),(-690.5193182498447+81.05075520685375j),(-671.4154833151206-143.7903559045667j),(-938.1197385137558+677.2656988593396j),(-371.826171875-856.2995325505314j),(-4430.833167921348+1661.90827543831j),(2104.4921875+5865.72265625j),(3225.938059656371-1404.8287218828104j),(-239.013671875+626.2615346702898j),(1701.7916135137555-488.74992614066053j),(-441.37748543487896+10.97785590456624j),(1122.9534890148213-10.415372472025638j),(-255.37109375+1.1368683772161603e-13j),(1122.9534890148216+10.415372472025467j),(-441.37748543487925-10.977855904566539j),(1701.7916135137552+488.7499261406604j),(-239.013671875-626.2615346702898j),(3225.9380596563706+1404.8287218828104j),(2104.4921874999995-5865.72265625j),(-4430.833167921347-1661.9082754383103j),(-371.826171875+856.2995325505312j),(-938.1197385137557-677.2656988593392j),(-671.4154833151208+143.79035590456652j),(-690.5193182498447-81.0507552068537j)
foo,(-4448.2421875+0j),(-577.6260560169933+2501.0909050566906j),(-685.1734051545678-429.84927890082486j),(-1062.6757236713538+1155.3350181495623j),(-844.7265625-959.9012043899784j),(-3871.2863283808647+2214.1129148618074j),(1787.109375+4157.2265625j),(1696.0061252446299-817.0387906075046j),(-154.78515625+522.6598628308428j),(799.0038486713535-288.02435685043724j),(-247.93206359543217-119.46712734917514j),(195.28907165322858-440.41363947399714j),(-903.3203125+1.1368683772161603e-13j),(195.28907165322835+440.41363947399697j),(-247.93206359543225+119.46712734917531j),(799.0038486713536+288.02435685043724j),(-154.78515625-522.6598628308428j),(1696.0061252446299+817.0387906075046j),(1787.109375-4157.2265625j),(-3871.2863283808647-2214.112914861807j),(-844.7265625+959.9012043899783j),(-1062.6757236713538-1155.3350181495623j),(-685.1734051545677+429.8492789008247j),(-577.6260560169933-2501.0909050566906j)
foo,(-5453.61328125+0j),(-843.9462211524082+3405.9061570006475j),(-44.327501421780994+93.98944387537426j),(-725.6437313235983+1094.2198729075312j),(260.25390625-114.17327100673751j),(-1242.8565924910567-179.61038502333975j),(-829.1015625+781.73828125j),(-270.2587297836451+565.7816825141028j),(-281.25+170.83704254341464j),(-393.49689367640156+311.01674790753117j),(-153.42640482821912+81.30352487462574j),(-396.84470657288983+57.97502696320455j),(-196.77734375+0j),(-396.84470657289-57.97502696320453j),(-153.42640482821903-81.3035248746257j),(-393.49689367640167-311.01674790753145j),(-281.25-170.83704254341464j),(-270.2587297836452-565.7816825141031j),(-829.1015624999999-781.73828125j),(-1242.8565924910567+179.61038502333983j),(260.25390625+114.17327100673751j),(-725.6437313235984-1094.2198729075312j),(-44.327501421780966-93.9894438753743j),(-843.9462211524083-3405.906157000647j)
foo,(-430.17578125+0j),(-1297.3377816577215+159.15615726812393j),(224.54076631325006+17.822265625j),(-1392.2232926894133-645.9583281567259j),(924.560546875+61.31527517028496j),(-1931.5932294310069-4562.06254297716j),(-5998.53515625+1487.3046875j),(-68.40677056899335+2900.0859471605945j),(-924.560546875+61.31527517028496j),(-607.7767073105867+1353.0651093432734j),(-224.54076631325051+17.822265625j),(-702.6622183422786+693.1014171303698j),(427.24609375+0j),(-702.6622183422785-693.1014171303691j),(-224.54076631325043-17.822265625j),(-607.7767073105867-1353.065109343274j),(-924.560546875-61.31527517028496j),(-68.4067705689933-2900.0859471605945j),(-5998.53515625-1487.3046875j),(-1931.5932294310064+4562.06254297716j),(924.560546875-61.31527517028496j),(-1392.2232926894133+645.9583281567257j),(224.54076631325043-17.822265625j),(-1297.3377816577215-159.15615726812382j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-118.1640625+0j),(1013.5766284822733+102.58040997297803j),(-460.4988597271745-67.138671875j),(814.7938828443346+1005.1790047450183j),(-844.970703125+353.9371401208863j),(1511.106350987066+4682.6197932189925j),(5998.53515625-576.66015625j),(487.9170865129342-2779.790366051995j),(844.970703125+353.9371401208863j),(1184.2295546556654-994.8209952549809j),(460.4988597271754-67.13867187499994j),(985.4468090177265-435.0094307560339j),(115.23437499999994-5.684341886080802e-14j),(985.4468090177269+435.00943075603357j),(460.49885972717465+67.138671875j),(1184.2295546556652+994.8209952549813j),(844.970703125-353.9371401208863j),(487.9170865129342+2779.7903660519946j),(5998.53515625+576.66015625j),(1511.106350987066-4682.6197932189925j),(-844.970703125-353.9371401208862j),(814.7938828443345-1005.1790047450182j),(-460.49885972717465+67.138671875j),(1013.5766284822733-102.58040997297792j)
foo,(-3722.65625+0j),(603.8473950420037+2219.413625594032j),(-679.4332010973094-52.83702906886265j),(536.0381506582814+1554.4987746999973j),(-1156.25+64.27532293712625j),(826.1993320948046+4672.610885172436j),(4823.2421875-456.0546875j),(218.72254290519533-1617.6203584293808j),(835.9375-10.14873520059889j),(379.97747434171896-445.50122530000226j),(359.12070109730985+21.587029068862734j),(441.074479957996+509.6448691958485j),(1369.1406249999998+2.842170943040401e-14j),(441.0744799579963-509.6448691958484j),(359.12070109730985-21.5870290688626j),(379.9774743417189+445.50122530000215j),(835.9375+10.14873520059889j),(218.7225429051952+1617.6203584293808j),(4823.2421875+456.0546874999999j),(826.1993320948046-4672.610885172435j),(-1156.2499999999998-64.27532293712628j),(536.0381506582812-1554.4987746999977j),(-679.4332010973098+52.8370290688626j),(603.8473950420035-2219.4136255940316j)
foo,(-5152.83203125+0j),(-787.6898504941944+3063.160877068961j),(-443.7931378121275+169.77409599251632j),(-473.91493027876646+1309.7103135869206j),(-163.57421875-454.1559002268003j),(-1719.9993080221288+997.1253727883203j),(492.67578125+1428.7109375j),(235.64125246299602-160.77064513906635j),(-386.23046875+166.60840287649845j),(-48.54600722123368+311.66343858692073j),(-32.7693621878725-141.45378349251644j),(-387.13178144667245+9.142832496348376j),(-143.06640625+5.684341886080802e-14j),(-387.13178144667256-9.14283249634832j),(-32.769362187872474+141.45378349251632j),(-48.54600722123371-311.6634385869211j),(-386.23046875-166.60840287649845j),(235.64125246299577+160.77064513906666j),(492.67578125-1428.7109375j),(-1719.9993080221288-997.1253727883202j),(-163.57421875+454.15590022680027j),(-473.9149302787664-1309.7103135869206j),(-443.7931378121275-169.77409599251632j),(-787.6898504941946-3063.160877068961j)
foo,(-2117.67578125+0j),(-1936.2965451293728+980.1169480743861j),(-394.53125+215.69635445209587j),(-1571.621028662635-103.20824753953957j),(-632.3242187500001-1202.6251212709685j),(-5676.330650523514-648.8427831609174j),(-1649.90234375+5818.359375j),(1794.3823524546428+394.54125565346544j),(-992.67578125+1202.6251212709685j),(1001.3085286626348+358.7058149604601j),(-394.5312500000001+144.65520804790367j),(388.55734319824523-723.4233407399971j),(-1754.39453125+1.1368683772161603e-13j),(388.55734319824546+723.423340739997j),(-394.53125-144.6552080479039j),(1001.3085286626346-358.70581496046015j),(-992.67578125-1202.6251212709685j),(1794.3823524546428-394.54125565346556j),(-1649.90234375-5818.359375j),(-5676.330650523514+648.8427831609173j),(-632.3242187500001+1202.6251212709685j),(-1571.621028662635+103.20824753953985j),(-394.53125-215.6963544520961j),(-1936.2965451293726-980.1169480743858j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(1377.9296875+0j),(1643.6744112683632-546.0859250956064j),(280.22714442664596-4.446532707333972j),(1428.6517503841796+347.65276236575335j),(418.94531250000006+1537.533382890732j),(5823.820154729766+1415.0708446638337j),(2502.9296875-5639.6484375j),(-1511.4827226197226-839.2850767441139j),(1005.859375-1310.8782967440234j),(-891.5423753841794-484.37848763424614j),(506.88223057335415-320.748779792666j),(-496.05090587840687+293.23093381234094j),(1186.5234375-2.2737367544323206e-13j),(-496.05090587840664-293.23093381234133j),(506.88223057335426+320.748779792666j),(-891.5423753841796+484.3784876342464j),(1005.859375+1310.8782967440234j),(-1511.4827226197224+839.2850767441137j),(2502.9296874999995+5639.6484375j),(5823.820154729765-1415.0708446638332j),(418.9453125000001-1537.5333828907317j),(1428.6517503841794-347.6527623657533j),(280.22714442664574+4.446532707333972j),(1643.6744112683637+546.0859250956065j)
foo,(-2920.41015625+0j),(574.8370145023459+2131.299855888507j),(313.6653537638457+449.8312361538194j),(1102.5033912487506+939.6398586243445j),(233.39843749999997+996.2675055254576j),(4132.982010397637+1566.2082610278662j),(1996.09375-4583.49609375j),(-1955.2491649545145-493.9612121555142j),(721.19140625-618.227119303149j),(-979.4565162487504-193.1726413756553j),(691.7057399861543+37.96173259618081j),(-423.4682974454679-492.1244209281123j),(-87.40234375000001-5.684341886080802e-14j),(-423.4682974454681+492.1244209281121j),(691.7057399861543-37.961732596180866j),(-979.4565162487506+193.1726413756553j),(721.19140625+618.227119303149j),(-1955.2491649545148+493.96121215551443j),(1996.09375+4583.49609375j),(4132.982010397636-1566.2082610278662j),(233.39843750000006-996.2675055254576j),(1102.5033912487502-939.6398586243442j),(313.6653537638457-449.83123615381913j),(574.8370145023459-2131.2998558885074j)
